# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-8621
# Selected columns: 7 (all)
# Timestamp: Tue, 29-Apr-2025 09:45:43
Gene ID	Gene Name	14 minute	20 minute	92 minute	102 minute	132 minute	142 minute	162 minute
ETS1-1	ETS1-1	69.0	72.0	14.0	9.0	11.0	8.0	13.0
ETS1-2	ETS1-2	3.0	2.0	0.2	0.3	0.3		
ETS2-1	ETS2-1	5.0	8.0	4.0	2.0	5.0	3.0	6.0
HRA1	HRA1	2.0	3.0	0.5	0.4	0.4		0.3
ICR1	ICR1	2.0	2.0	3.0	3.0	3.0	3.0	4.0
IRT1	IRT1	15.0	15.0	6.0	4.0	4.0	5.0	13.0
ITS1-1	ITS1-1	0.5	1.0	0.7				
ITS2-1	ITS2-1	9.0	7.0	2.0	2.0	3.0	2.0	0.9
LSR1	LSR1	42.0	40.0	12.0	11.0	12.0	11.0	17.0
NME1	NME1	6.0	7.0	6.0	6.0	2.0	5.0	4.0
Q0020	15S_RRNA	3.0	1.0	3.0	0.7	0.7	0.5	2.0
Q0045	COX1	0.3		0.1				
Q0050	AI1	1.0	0.4	1.0	0.2		0.2	0.7
Q0055	AI2	0.7	0.2	0.6	0.2		0.2	0.7
Q0085	ATP6							0.4
Q0105	COB				0.2			
Q0130	OLI1	1.0		1.0				
Q0158	21S_RRNA	5.0	2.0	4.0	2.0	1.0	1.0	3.0
Q0160	SCEI			0.2				
Q0250	COX2	0.1		0.2				
Q0275	COX3	2.0	0.6	0.2	0.2			
RDN5-1	RDN5-1	34.0	19.0	18.0	23.0	28.0	15.0	23.0
RME2	RME2	1.0	1.0	1.0	1.0	1.0	0.9	1.0
RNA170	RNA170	14.0	21.0	13.0	12.0	15.0	11.0	7.0
RPR1	RPR1	20.0	21.0	9.0	5.0	4.0	3.0	2.0
RUF20	RUF20	34.0	35.0	31.0	28.0	28.0	29.0	29.0
RUF21	RUF21	2.0	1.0	4.0	4.0	3.0	3.0	0.7
RUF22	RUF22		0.6					
RUF23	RUF23	4.0	4.0		0.8			
RUF5-1	RUF5-1	0.9	0.7	0.5	0.6	0.4	1.0	0.6
RUF5-2	RUF5-2	2.0	0.7	0.6	1.0	1.0	2.0	1.0
SCR1	SCR1	4.0	5.0	8.0	2.0	2.0	3.0	4.0
snR10	snR10	6.0	5.0	8.0	5.0	7.0	9.0	3.0
snR11	snR11	159.0	149.0	78.0	63.0	70.0	56.0	45.0
snR128	snR128	7.0	6.0	12.0	9.0	4.0	12.0	11.0
snR13	snR13	13.0	4.0	18.0	12.0	9.0	11.0	15.0
snR14	snR14	25.0	22.0	11.0	17.0	12.0	8.0	18.0
snR161	snR161	3.0	2.0	5.0	5.0	3.0	2.0	1.0
snR17a	snR17a	20.0	23.0	25.0	20.0	18.0	14.0	10.0
snR17b	snR17b	5.0	0.7	3.0	3.0	3.0	3.0	1.0
snR18	snR18	33.0	19.0	25.0	27.0	26.0	24.0	34.0
snR189	snR189	2.0	1.0	1.0	2.0	1.0	5.0	1.0
snR190	snR190	2.0	3.0	5.0	7.0	4.0	5.0	5.0
snR191	snR191	0.8	0.8	2.0	1.0	1.0	2.0	4.0
snR19	snR19	9.0	10.0	7.0	5.0	3.0	4.0	7.0
snR24	snR24	7.0	8.0	10.0	23.0	8.0	20.0	24.0
snR30	snR30	8.0	8.0	13.0	14.0	10.0	10.0	8.0
snR31	snR31	57.0	42.0	31.0	37.0	28.0	34.0	21.0
snR32	snR32	1.0	7.0	3.0	4.0	2.0	1.0	2.0
snR3	snR3	29.0	33.0	26.0	26.0	23.0	24.0	30.0
snR33	snR33	79.0	73.0	115.0	100.0	82.0	78.0	82.0
snR34	snR34	17.0	12.0	15.0	13.0	8.0	9.0	3.0
snR35	snR35	11.0	12.0	7.0	9.0	8.0	5.0	5.0
snR36	snR36	21.0	29.0	17.0	13.0	9.0	14.0	12.0
snR37	snR37	15.0	14.0	12.0	12.0	9.0	6.0	6.0
snR38	snR38	2.0	3.0		6.0		3.0	6.0
snR39	snR39	16.0	20.0	19.0	36.0	26.0	18.0	45.0
snR39B	snR39B	36.0	17.0	27.0	11.0	12.0	13.0	11.0
snR40	snR40	35.0	23.0	17.0	23.0	14.0	16.0	15.0
snR41	snR41	99.0	96.0	73.0	72.0	76.0	61.0	69.0
snR42	snR42	14.0	16.0	7.0	8.0	8.0	6.0	3.0
snR43	snR43	45.0	35.0	24.0	24.0	11.0	12.0	8.0
snR44	snR44	20.0	18.0	13.0	18.0	17.0	19.0	24.0
snR45	snR45	43.0	43.0	19.0	40.0	24.0	21.0	13.0
snR46	snR46	27.0	39.0	24.0	30.0	15.0	20.0	17.0
snR47	snR47	11.0	15.0	15.0	16.0	12.0	11.0	13.0
snR48	snR48	15.0	22.0	18.0	16.0	15.0	16.0	7.0
snR4	snR4	78.0	69.0	99.0	99.0	105.0	95.0	90.0
snR49	snR49	56.0	28.0	25.0	13.0	19.0	19.0	32.0
snR50	snR50	26.0	17.0	19.0	12.0	16.0	14.0	14.0
snR51	snR51	11.0	10.0	8.0	10.0	13.0	5.0	8.0
snR52	snR52	2.0	6.0	5.0	5.0	2.0	3.0	3.0
snR53	snR53	13.0	13.0	6.0	7.0	9.0	6.0	3.0
snR54	snR54	8.0	6.0	6.0	5.0	3.0	3.0	10.0
snR5	snR5	21.0	18.0	11.0	8.0	8.0	6.0	7.0
snR55	snR55	18.0	8.0	15.0	13.0	10.0	12.0	10.0
snR56	snR56	3.0	3.0	3.0	3.0		3.0	
snR57	snR57	35.0	29.0	22.0	23.0	6.0	18.0	19.0
snR58	snR58	12.0	12.0	11.0	7.0	11.0	5.0	2.0
snR59	snR59	6.0		7.0	11.0	6.0	8.0	10.0
snR60	snR60	9.0	13.0	6.0	3.0	7.0	5.0	5.0
snR6	snR6		2.0		2.0			
snR61	snR61	56.0	43.0	37.0	40.0	28.0	40.0	35.0
snR62	snR62	51.0	46.0	47.0	33.0	29.0	26.0	28.0
snR63	snR63	8.0	7.0	12.0	12.0	10.0	18.0	19.0
snR64	snR64	48.0	58.0	15.0	9.0	8.0	7.0	3.0
snR65	snR65	13.0	12.0	4.0	11.0	5.0	3.0	10.0
snR66	snR66	27.0	29.0	39.0	45.0	60.0	48.0	20.0
snR67	snR67	38.0	12.0	19.0	16.0	13.0	3.0	6.0
snR68	snR68	72.0	64.0	116.0	109.0	91.0	105.0	102.0
snR69	snR69	113.0	127.0	31.0	42.0	33.0	37.0	34.0
snR70	snR70	45.0	42.0	29.0	37.0	34.0	41.0	39.0
snR71	snR71	38.0	45.0	32.0	34.0	31.0	29.0	16.0
snR72	snR72	7.0	3.0	10.0	8.0	3.0	4.0	6.0
snR74	snR74	3.0	6.0	5.0	6.0	3.0	3.0	3.0
snR75	snR75	7.0	3.0	3.0	2.0	3.0		3.0
snR76	snR76	18.0	7.0	6.0	16.0	13.0	12.0	12.0
snR77	snR77	10.0	6.0	3.0	5.0		5.0	3.0
snR78	snR78	10.0	9.0	3.0	5.0	6.0	3.0	6.0
snR79	snR79	14.0	12.0	9.0	18.0	10.0	12.0	15.0
snR7-L	snR7-L				1.0		1.0	
snR80	snR80		5.0	3.0	2.0	2.0	3.0	3.0
snR81	snR81	3.0	7.0	1.0	2.0	3.0	3.0	
snR82	snR82	21.0	27.0	14.0	11.0	13.0	12.0	13.0
snR83	snR83	15.0	9.0	18.0	17.0	19.0	18.0	14.0
snR84	snR84	8.0	8.0	12.0	11.0	11.0	15.0	15.0
snR85	snR85	2.0	4.0	7.0	5.0	6.0	9.0	9.0
snR86	snR86	36.0	22.0	24.0	19.0	20.0	17.0	20.0
snR87	snR87	36.0	33.0	32.0	33.0	18.0	22.0	22.0
snR8	snR8	25.0	23.0	7.0	8.0	2.0	7.0	5.0
snR9	snR9	172.0	180.0	100.0	67.0	83.0	72.0	75.0
SRG1	SRG1	43.0	40.0	65.0	56.0	46.0	50.0	43.0
tA(AGC)D	tA(AGC)D	3.0						
tA(AGC)F	tA(AGC)F	31.0	35.0	7.0	12.0	10.0	4.0	
tA(AGC)G	tA(AGC)G		3.0			4.0		4.0
tA(AGC)H	tA(AGC)H		4.0					
tA(AGC)K1	tA(AGC)K1	6.0	7.0		7.0	7.0	4.0	3.0
tA(AGC)K2	tA(AGC)K2	8.0	10.0	3.0		4.0	4.0	
tA(AGC)P	tA(AGC)P	3.0						
tA(UGC)A	TGA1		3.0					
tA(UGC)E	tA(UGC)E	6.0	3.0	3.0	3.0		4.0	
tA(UGC)G	tA(UGC)G	6.0	3.0					
tA(UGC)L	tA(UGC)L			4.0				
tA(UGC)O	tA(UGC)O	12.0	10.0	3.0	9.0	7.0	7.0	4.0
tC(GCA)B	tC(GCA)B	32.0	19.0	14.0	9.0	13.0	7.0	8.0
tC(GCA)G	tC(GCA)G			6.0	3.0			4.0
tC(GCA)P1	tC(GCA)P1	9.0	25.0	9.0	6.0	4.0	4.0	
tC(GCA)P2	tC(GCA)P2	3.0	3.0	6.0	9.0	7.0	4.0	8.0
tD(GUC)B	tD(GUC)B	3.0	4.0	4.0	6.0	7.0	4.0	8.0
tD(GUC)G1	tD(GUC)G1	8.0	7.0	6.0	4.0		4.0	3.0
tD(GUC)G2	tD(GUC)G2	19.0	22.0	18.0	16.0	10.0	14.0	11.0
tD(GUC)I1	tD(GUC)I1	3.0						8.0
tD(GUC)I2	tD(GUC)I2		4.0					
tD(GUC)J1	tD(GUC)J1	22.0	26.0	4.0	9.0	4.0	4.0	7.0
tD(GUC)J3	tD(GUC)J3	3.0						
tD(GUC)J4	tD(GUC)J4	3.0	10.0					
tD(GUC)L2	tD(GUC)L2	13.0	7.0		4.0		4.0	
tD(GUC)M	tD(GUC)M	4.0	4.0					
tD(GUC)N	tD(GUC)N	168.0	193.0	74.0	69.0	134.0	142.0	132.0
tD(GUC)O	tD(GUC)O	12.0	16.0	4.0	7.0	4.0		
tE(UUC)B	tE(UUC)B	24.0	11.0	3.0	3.0	4.0	4.0	8.0
tE(UUC)C	tE(UUC)C	4.0	7.0					
tE(UUC)E1	tE(UUC)E1	76.0	109.0	48.0	54.0	46.0	48.0	48.0
tE(UUC)E2	tE(UUC)E2	4.0	11.0	3.0		4.0		4.0
tE(UUC)G1	SOE1	3.0	7.0	3.0	6.0	7.0	4.0	
tE(UUC)G2	tE(UUC)G2	6.0	7.0		3.0		4.0	
tE(UUC)G3	tE(UUC)G3		7.0	3.0				
tE(UUC)K	tE(UUC)K	8.0	13.0		4.0	4.0		3.0
tE(UUC)L	tE(UUC)L	16.0	17.0					
tE(UUC)M	tE(UUC)M	3.0	4.0					
tF(GAA)D	tF(GAA)D	39.0	42.0	9.0		10.0	14.0	14.0
tF(GAA)H1	tF(GAA)H1	15.0	38.0	4.0		3.0		
tF(GAA)H2	tF(GAA)H2	3.0	3.0					
tF(GAA)M	tF(GAA)M	9.0	10.0	3.0				7.0
tF(GAA)N	tF(GAA)N	4.0	17.0	3.0	3.0	3.0	6.0	
tF(GAA)P1	tF(GAA)P1			3.0	3.0	4.0	7.0	
tF(GAA)P2	tF(GAA)P2	9.0	15.0		3.0	4.0		
tG(CCC)O	SUF5	3.0	4.0					
tG(GCC)B	tG(GCC)B	3.0	7.0					
tG(GCC)D2	tG(GCC)D2	223.0	227.0	25.0	15.0	24.0	22.0	24.0
tG(GCC)E	tG(GCC)E	12.0	12.0	6.0	8.0	7.0		12.0
tG(GCC)G1	tG(GCC)G1	6.0						
tG(GCC)J2	SUF23	7.0	4.0	3.0	3.0			4.0
tG(GCC)O1	tG(GCC)O1	4.0			3.0	4.0	4.0	
tG(GCC)O2	SUF17	3.0	4.0					
tG(GCC)P1	tG(GCC)P1	7.0	7.0	7.0	11.0	8.0	4.0	4.0
tG(GCC)P2	tG(GCC)P2		8.0	4.0	6.0	11.0	4.0	
tG(UCC)G	SUF4	3.0	4.0					
tH(GUG)E1	tH(GUG)E1	16.0	16.0	6.0	3.0	4.0	4.0	7.0
tH(GUG)E2	tH(GUG)E2	19.0	7.0	7.0	9.0	7.0		7.0
tH(GUG)G1	tH(GUG)G1	46.0	39.0	11.0	7.0	7.0	4.0	8.0
tH(GUG)G2	tH(GUG)G2				3.0			
tH(GUG)K	tH(GUG)K	22.0	35.0	3.0		4.0		3.0
tH(GUG)M	tH(GUG)M						3.0	
tI(AAU)D	tI(AAU)D	8.0	3.0	3.0				
tI(AAU)E1	tI(AAU)E1	11.0	13.0	3.0				
tI(AAU)G	tI(AAU)G	6.0		3.0				4.0
tI(AAU)I1	tI(AAU)I1	22.0			3.0		3.0	7.0
tI(AAU)I2	tI(AAU)I2	116.0	79.0	10.0	12.0	21.0	18.0	10.0
tI(AAU)L1	tI(AAU)L1	9.0	10.0	20.0	18.0	14.0	25.0	18.0
tI(AAU)N1	tI(AAU)N1	21.0	19.0	3.0	3.0		3.0	4.0
tI(AAU)P1	tI(AAU)P1		3.0					
tI(AAU)P2	tI(AAU)P2					3.0		
tI(UAU)D	tI(UAU)D	4.0			3.0			3.0
tI(UAU)L	tI(UAU)L	19.0	17.0				3.0	4.0
tK(CUU)D1	tK(CUU)D1	24.0	28.0		3.0	3.0	4.0	
tK(CUU)E1	tK(CUU)E1						4.0	
tK(CUU)F	tK(CUU)F	6.0	3.0					
tK(CUU)G1	tK(CUU)G1					3.0		
tK(CUU)G2	tK(CUU)G2			3.0				
tK(CUU)K	tK(CUU)K		4.0	10.0	3.0		3.0	7.0
tK(CUU)M	tK(CUU)M		7.0	3.0		4.0	3.0	
tK(CUU)P	tK(CUU)P		7.0			4.0	4.0	
tK(UUU)D	tK(UUU)D	9.0	7.0	6.0	6.0	7.0	9.0	4.0
tK(UUU)G2	tK(UUU)G2	3.0						
tK(UUU)K	tK(UUU)K	4.0	4.0					
tK(UUU)L	tK(UUU)L	4.0	7.0	3.0	6.0	4.0	4.0	
tK(UUU)O	tK(UUU)O	47.0	54.0	10.0	7.0	8.0	9.0	
tK(UUU)P	tK(UUU)P	3.0		3.0	6.0	7.0	4.0	3.0
tL(CAA)A	SUP56	3.0			3.0			
tL(CAA)C	SUP53	28.0	28.0	18.0	13.0	3.0	3.0	3.0
tL(CAA)G1	tL(CAA)G1		9.0	3.0	3.0	3.0	3.0	
tL(CAA)G2	SUP54	11.0	14.0	5.0	3.0	3.0		
tL(CAA)G3	tL(CAA)G3	45.0	51.0	24.0	19.0	16.0	13.0	3.0
tL(CAA)L	tL(CAA)L	5.0	3.0	6.0	8.0	9.0	3.0	
tL(CAA)N	tL(CAA)N						3.0	
tL(GAG)G	tL(GAG)G		3.0	3.0		3.0	3.0	7.0
tL(UAA)B1	tL(UAA)B1						3.0	3.0
tL(UAA)B2	tL(UAA)B2	3.0						
tL(UAA)J	SUP51	3.0		3.0	3.0	3.0	3.0	
tL(UAA)K	tL(UAA)K	11.0	14.0	3.0	3.0		3.0	3.0
tL(UAA)L	tL(UAA)L	5.0	3.0	3.0				
tL(UAG)J	tL(UAG)J	7.0	6.0					
tL(UAG)L1	tL(UAG)L1	76.0	85.0	15.0	22.0	10.0	19.0	14.0
tM(CAU)D	EMT1	8.0	3.0					
tM(CAU)E	IMT4	3.0	4.0				4.0	
tM(CAU)J1	EMT5							3.0
tM(CAU)J3	IMT3			3.0				3.0
tM(CAU)M	EMT4							3.0
tM(CAU)O1	IMT1	3.0						
tM(CAU)O2	EMT2	4.0	3.0	3.0		4.0	3.0	
tM(CAU)P	IMT2	13.0	21.0	25.0	22.0	14.0	7.0	16.0
tN(GUU)C	tN(GUU)C	3.0	3.0		3.0			
tN(GUU)F	tN(GUU)F	6.0	3.0	3.0	3.0	4.0		4.0
tN(GUU)G	tN(GUU)G			6.0				
tN(GUU)K	tN(GUU)K	6.0	6.0	7.0	3.0	7.0		7.0
tN(GUU)N1	tN(GUU)N1	40.0	45.0	26.0	37.0	25.0	42.0	33.0
tN(GUU)N2	tN(GUU)N2	34.0	72.0		3.0	4.0	7.0	
tN(GUU)O2	tN(GUU)O2	3.0						
tN(GUU)P	tN(GUU)P	241.0	185.0	14.0	15.0	23.0	21.0	20.0
tP(AGG)C	SUF2	187.0	179.0	167.0	127.0	94.0	95.0	71.0
tP(AGG)N	SUF10	28.0	16.0	30.0	18.0	23.0	19.0	18.0
tP(UGG)L	tP(UGG)L	4.0	7.0		3.0	4.0		
tP(UGG)M	SUF7	16.0	7.0	4.0	9.0	8.0	4.0	
tP(UGG)N1	tP(UGG)N1	8.0	3.0	4.0				
tP(UGG)N2	tP(UGG)N2	22.0	35.0		3.0		4.0	7.0
tP(UGG)O3	tP(UGG)O3	3.0					4.0	
tQ(CUG)M	CDC65		4.0					
tQ(UUG)B	tQ(UUG)B	16.0	19.0	4.0	4.0	4.0	4.0	
tQ(UUG)C	tQ(UUG)C	6.0	4.0	4.0				
tQ(UUG)D3	tQ(UUG)D3	6.0	7.0					
tQ(UUG)E2	tQ(UUG)E2	19.0	27.0	13.0	6.0	7.0	4.0	8.0
tQ(UUG)H	tQ(UUG)H		10.0	6.0	3.0	4.0		8.0
tQ(UUG)L	tQ(UUG)L	12.0	29.0	11.0	7.0	8.0	6.0	15.0
tR(ACG)E	tR(ACG)E	3.0	3.0		3.0			
tR(ACG)J	tR(ACG)J			3.0				
tR(ACG)K	tR(ACG)K		3.0					
tR(ACG)L	tR(ACG)L	67.0	38.0	6.0	9.0			7.0
tR(ACG)O	tR(ACG)O	6.0	3.0					4.0
tR(UCU)B	tR(UCU)B	13.0	10.0	4.0	9.0	12.0	14.0	7.0
tR(UCU)E	tR(UCU)E				3.0			
tR(UCU)G1	tR(UCU)G1	37.0	32.0	3.0	9.0	4.0	4.0	
tR(UCU)G3	tR(UCU)G3	223.0	81.0	14.0	12.0	11.0	13.0	8.0
tR(UCU)J2	tR(UCU)J2		3.0				3.0	
tR(UCU)K	tR(UCU)K	3.0	3.0	4.0		8.0	4.0	
tR(UCU)M1	tR(UCU)M1	6.0	7.0	4.0		4.0		7.0
tR(UCU)M2	tR(UCU)M2	6.0	3.0	9.0				3.0
tS(AGA)A	tS(AGA)A	3.0						
tS(AGA)B	tS(AGA)B	17.0	12.0	10.0	24.0	12.0	7.0	14.0
tS(AGA)D2	tS(AGA)D2	35.0	43.0	5.0				3.0
tS(AGA)D3	tS(AGA)D3	3.0			3.0			
tS(AGA)G	tS(AGA)G	3.0		3.0		3.0		3.0
tS(AGA)J	tS(AGA)J	3.0	3.0	6.0	3.0			3.0
tS(AGA)M	tS(AGA)M	20.0	20.0	3.0	8.0	6.0	3.0	
tS(CGA)C	SUP61	8.0	9.0	3.0	3.0		3.0	
tS(GCU)F	tS(GCU)F	8.0	3.0				3.0	
tS(GCU)O	tS(GCU)O	6.0	9.0		3.0		3.0	
tS(UGA)E	SUP19	114.0	112.0	21.0	16.0	27.0	11.0	12.0
tS(UGA)I	SUP17	24.0	37.0	21.0	25.0	16.0	22.0	17.0
tT(AGU)B	tT(AGU)B	4.0				3.0		
tT(AGU)C	tT(AGU)C			3.0				
tT(AGU)D	tT(AGU)D	19.0	10.0	3.0	6.0	4.0		3.0
tT(AGU)H	tT(AGU)H	3.0					11.0	4.0
tT(AGU)I1	tT(AGU)I1	12.0	11.0	6.0	3.0	7.0		
tT(AGU)J	tT(AGU)J			3.0	3.0			
tT(AGU)N1	tT(AGU)N1	19.0	16.0	4.0	3.0	4.0		
tT(AGU)N2	tT(AGU)N2	3.0		4.0	3.0	8.0		
tT(UGU)G2	tT(UGU)G2	19.0	22.0	4.0	3.0	4.0		4.0
tV(AAC)E2	tV(AAC)E2	15.0	22.0	9.0	3.0	7.0	6.0	3.0
tV(AAC)G1	tV(AAC)G1	19.0	37.0	10.0	12.0	11.0	6.0	7.0
tV(AAC)G2	tV(AAC)G2	63.0	57.0	45.0	42.0	38.0	28.0	27.0
tV(AAC)G3	tV(AAC)G3	31.0	30.0	3.0	7.0	7.0	3.0	12.0
tV(AAC)J	tV(AAC)J	6.0	3.0	10.0	9.0	7.0	6.0	12.0
tV(AAC)K1	tV(AAC)K1	9.0	11.0	6.0	3.0	3.0	3.0	4.0
tV(AAC)K2	tV(AAC)K2			3.0	3.0			3.0
tV(AAC)L	tV(AAC)L				3.0			
tV(AAC)M1	tV(AAC)M1	4.0		3.0	3.0		3.0	
tV(AAC)M2	tV(AAC)M2		3.0		6.0	4.0	3.0	3.0
tV(AAC)O	tV(AAC)O	9.0	3.0	14.0	15.0	3.0	9.0	4.0
tV(CAC)D	tV(CAC)D	3.0	7.0	3.0	3.0			
tV(CAC)H	tV(CAC)H		4.0	3.0				
tV(UAC)B	tV(UAC)B	9.0	3.0					
tV(UAC)D	tV(UAC)D	15.0	19.0	3.0	6.0	7.0	7.0	4.0
tW(CCA)G1	tW(CCA)G1			3.0				4.0
tW(CCA)K	tW(CCA)K	6.0	7.0	3.0		4.0	4.0	
tW(CCA)M	tW(CCA)M		7.0		4.0	4.0		
tW(CCA)P	tW(CCA)P	83.0	61.0	26.0	39.0	20.0	29.0	10.0
tX(XXX)D	tX(XXX)D	3.0						
tX(XXX)L	tX(XXX)L	74.0	86.0	19.0	14.0	12.0	7.0	10.0
tY(GUA)D	SUP2	12.0	17.0	7.0	3.0	7.0		
tY(GUA)F2	SUP6	3.0					3.0	
tY(GUA)J1	SUP7	9.0		3.0				
tY(GUA)J2	SUP4	3.0						
tY(GUA)M1	SUP5		6.0		6.0			
tY(GUA)O	SUP3	3.0	3.0					
YAL001C	TFC3	20.0	24.0	29.0	26.0	22.0	23.0	26.0
YAL002W	VPS8	17.0	18.0	18.0	18.0	18.0	20.0	18.0
YAL003W	EFB1	663.0	559.0	1116.0	1290.0	1219.0	1292.0	1487.0
YAL005C	SSA1	195.0	149.0	412.0	444.0	443.0	426.0	327.0
YAL007C	ERP2	100.0	88.0	196.0	168.0	139.0	154.0	157.0
YAL008W	FUN14	119.0	128.0	90.0	99.0	135.0	140.0	130.0
YAL009W	SPO7	51.0	57.0	42.0	43.0	43.0	45.0	43.0
YAL010C	MDM10	38.0	39.0	33.0	35.0	35.0	35.0	32.0
YAL011W	SWC3	25.0	26.0	22.0	21.0	23.0	23.0	21.0
YAL012W	CYS3	213.0	227.0	368.0	258.0	325.0	319.0	391.0
YAL013W	DEP1	85.0	92.0	68.0	72.0	78.0	72.0	75.0
YAL014C	SYN8	104.0	123.0	81.0	74.0	71.0	83.0	82.0
YAL015C	NTG1	87.0	83.0	58.0	54.0	56.0	52.0	40.0
YAL016C-A	YAL016C-A	2.0	2.0	3.0	3.0		0.8	
YAL016C-B	YAL016C-B	3.0	3.0	1.0	4.0	3.0	6.0	2.0
YAL016W	TPD3	156.0	161.0	97.0	95.0	93.0	92.0	90.0
YAL017W	PSK1	30.0	30.0	30.0	28.0	29.0	28.0	26.0
YAL018C	LDS1	14.0	11.0	6.0	5.0	6.0	4.0	3.0
YAL019W-A	YAL019W-A				0.3	0.4		0.3
YAL019W	FUN30	17.0	17.0	22.0	22.0	22.0	22.0	26.0
YAL020C	ATS1	24.0	28.0	17.0	20.0	20.0	19.0	16.0
YAL021C	CCR4	52.0	54.0	56.0	52.0	54.0	54.0	55.0
YAL022C	FUN26	57.0	61.0	37.0	47.0	64.0	65.0	59.0
YAL023C	PMT2	58.0	49.0	117.0	103.0	79.0	86.0	92.0
YAL024C	LTE1	4.0	4.0	10.0	9.0	7.0	7.0	6.0
YAL025C	MAK16	47.0	29.0	63.0	79.0	63.0	82.0	93.0
YAL026C-A	YAL026C-A	0.3	1.0	1.0	1.0	1.0	2.0	2.0
YAL026C	DRS2	22.0	22.0	18.0	19.0	19.0	19.0	17.0
YAL027W	SAW1	41.0	38.0	38.0	38.0	51.0	44.0	43.0
YAL028W	FRT2	13.0	16.0	8.0	9.0	9.0	10.0	9.0
YAL029C	MYO4	18.0	13.0	20.0	22.0	23.0	22.0	21.0
YAL030W	SNC1	287.0	326.0	234.0	263.0	294.0	270.0	235.0
YAL031C	GIP4	41.0	37.0	27.0	29.0	30.0	29.0	26.0
YAL031W-A	YAL031W-A	4.0	2.0	1.0	0.7		0.7	
YAL032C	PRP45	70.0	67.0	42.0	38.0	41.0	37.0	36.0
YAL033W	POP5	50.0	52.0	57.0	54.0	53.0	48.0	46.0
YAL034C-B	YAL034C-B	1.0	0.8	0.8				
YAL034C	FUN19	152.0	154.0	59.0	61.0	58.0	53.0	40.0
YAL034W-A	MTW1	20.0	19.0	26.0	23.0	16.0	14.0	20.0
YAL035W	FUN12	137.0	127.0	106.0	123.0	110.0	124.0	136.0
YAL036C	RBG1	69.0	59.0	59.0	65.0	52.0	61.0	69.0
YAL037C-A	YAL037C-A	24.0	30.0	25.0	22.0	15.0	3.0	25.0
YAL037C-B	YAL037C-B		0.6	0.1	0.2	0.4	0.5	0.3
YAL037W	YAL037W	22.0	26.0	18.0	17.0	16.0	16.0	19.0
YAL038W	CDC19	68.0	56.0	83.0	79.0	104.0	129.0	166.0
YAL039C	CYC3	92.0	84.0	84.0	88.0	119.0	129.0	137.0
YAL040C	CLN3	49.0	41.0	39.0	55.0	112.0	131.0	166.0
YAL041W	CDC24	39.0	37.0	34.0	37.0	39.0	36.0	32.0
YAL042C-A	YAL042C-A	2.0	3.0				0.7	
YAL042W	ERV46	210.0	213.0	137.0	151.0	147.0	147.0	134.0
YAL043C	PTA1	83.0	88.0	50.0	55.0	56.0	55.0	47.0
YAL044C	GCV3	622.0	754.0	1166.0	1298.0	1434.0	1464.0	1307.0
YAL044W-A	BOL1	10.0	6.0	10.0	6.0	8.0	5.0	3.0
YAL045C	YAL045C	0.8		0.7	0.8	0.8	0.7	
YAL046C	BOL3	149.0	118.0	171.0	174.0	195.0	189.0	172.0
YAL047C	SPC72	20.0	20.0	20.0	22.0	20.0	17.0	17.0
YAL047W-A	YAL047W-A		0.8	0.7				
YAL048C	GEM1	31.0	36.0	29.0	28.0	27.0	26.0	22.0
YAL049C	AIM2	188.0	200.0	97.0	99.0	124.0	151.0	139.0
YAL051W	OAF1	31.0	36.0	22.0	24.0	26.0	27.0	26.0
YAL053W	FLC2	179.0	134.0	161.0	146.0	117.0	146.0	180.0
YAL054C	ACS1	4224.0	5127.0	2581.0	2586.0	1923.0	1701.0	1227.0
YAL055W	PEX22	16.0	16.0	26.0	27.0	32.0	32.0	30.0
YAL056C-A	YAL056C-A	0.9	1.0	1.0		0.8	1.0	
YAL056W	GPB2	61.0	60.0	30.0	32.0	36.0	32.0	32.0
YAL058W	CNE1	23.0	23.0	20.0	20.0	22.0	25.0	21.0
YAL059W	ECM1	24.0	16.0	15.0	15.0	14.0	13.0	14.0
YAL060W	BDH1	81.0	86.0	113.0	119.0	125.0	114.0	102.0
YAL061W	BDH2	62.0	71.0	39.0	45.0	70.0	68.0	54.0
YAL062W	GDH3	84.0	122.0	223.0	261.0	427.0	382.0	184.0
YAL063C	FLO9	4.0	3.0	2.0	3.0	3.0	3.0	3.0
YAL064W-B	YAL064W-B	14.0	9.0	9.0	13.0	12.0	16.0	12.0
YAL068C	PAU8	1.0	1.0				0.6	
YAR002C-A	ERP1	250.0	250.0	433.0	350.0	253.0	247.0	289.0
YAR002W	NUP60	58.0	54.0	59.0	59.0	52.0	58.0	63.0
YAR003W	SWD1	51.0	52.0	38.0	37.0	38.0	41.0	38.0
YAR007C	RFA1	111.0	130.0	75.0	63.0	51.0	57.0	83.0
YAR008W	SEN34	61.0	60.0	43.0	35.0	23.0	31.0	50.0
YAR009C	YAR009C	0.9	0.8	0.4	0.5	0.9	0.4	0.3
YAR010C	YAR010C	0.9	1.0	0.9	0.5	0.3	1.0	0.7
YAR014C	BUD14	82.0	80.0	75.0	75.0	77.0	79.0	78.0
YAR015W	ADE1	754.0	903.0	686.0	708.0	676.0	714.0	767.0
